id,age_category,age,gender_category,gender,education_category,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsiveness,sensation,cannabis
1537,18-24,1,F,0,Some_college,5,31,45,48,55,53,2,9,1
1538,18-24,1,F,0,Some_college,5,37,33,38,46,33,3,7,1
1539,18-24,1,F,0,Some_college,5,36,51,42,40,55,7,2,0
1540,18-24,1,M,1,Some_college,5,47,35,52,49,35,8,7,1
1541,18-24,1,F,0,Some_college,5,42,39,57,52,43,7,4,1
1542,18-24,1,M,1,Some_college,5,22,48,39,46,48,5,2,1
1543,25-34,2,M,1,Some_college,5,44,18,48,34,26,7,7,1
1544,18-24,1,M,1,Some_college,5,34,37,41,38,29,8,7,1
1545,18-24,1,M,1,Some_college,5,44,45,52,47,36,5,8,1
1546,18-24,1,F,0,Some_college,5,46,33,52,44,41,3,10,1
1547,18-24,1,M,1,Left_school_at_18,4,33,26,48,39,33,6,10,1
1548,18-24,1,F,0,Some_college,5,50,41,52,43,46,6,7,1
1549,25-34,2,M,1,University_degree,7,25,36,34,45,50,2,4,0
1550,25-34,2,F,0,Masters,8,29,33,50,45,50,3,4,0
1551,25-34,2,F,0,Certificate-diploma,6,31,40,38,45,42,5,6,1
1552,55-64,5,F,0,Certificate-diploma,6,40,29,33,37,39,2,1,0
1553,45-54,4,F,0,Some_college,5,34,33,37,39,45,4,8,1
1554,45-54,4,F,0,Certificate-diploma,6,30,36,37,49,48,2,1,0
1555,18-24,1,M,1,Some_college,5,35,22,40,31,39,8,9,1
1556,25-34,2,M,1,Masters,8,22,47,46,43,51,5,8,1
1557,18-24,1,F,0,Masters,8,39,45,39,45,44,4,10,1
1558,25-34,2,F,0,Some_college,5,24,50,42,53,49,5,9,1
1559,55-64,5,F,0,University_degree,7,20,50,49,48,52,5,6,0
1560,18-24,1,F,0,University_degree,7,27,39,40,38,50,3,9,1
1561,25-34,2,F,0,Masters,8,43,41,41,37,49,2,4,1
1562,35-44,3,F,0,University_degree,7,42,29,44,45,41,3,1,1
1563,45-54,4,F,0,Left_school_before_16,1,38,38,37,39,40,4,6,0
1564,35-44,3,M,1,Certificate-diploma,6,43,29,40,42,33,7,8,1
1565,35-44,3,F,0,University_degree,7,35,51,26,38,56,2,2,0
1566,45-54,4,F,0,Certificate-diploma,6,31,38,36,52,54,3,6,1
1567,35-44,3,F,0,Certificate-diploma,6,44,45,48,51,44,2,3,0
1568,45-54,4,F,0,Certificate-diploma,6,57,20,44,37,36,3,2,0
1569,35-44,3,M,1,Masters,8,22,45,54,54,42,5,9,0
1570,25-34,2,M,1,University_degree,7,35,43,38,38,40,2,4,0
1571,25-34,2,F,0,Masters,8,26,48,43,42,42,7,4,1
1572,45-54,4,M,1,Certificate-diploma,6,28,37,46,54,47,3,6,0
1573,18-24,1,F,0,Some_college,5,30,38,40,47,46,3,2,1
1574,25-34,2,F,0,Masters,8,39,40,44,47,45,5,7,1
1575,45-54,4,F,0,Certificate-diploma,6,46,42,51,53,38,7,4,0
1576,35-44,3,F,0,University_degree,7,35,46,38,49,52,2,1,0
1577,35-44,3,F,0,Some_college,5,33,41,33,40,45,2,6,1
1578,25-34,2,F,0,Masters,8,33,45,42,52,48,5,4,0
1579,45-54,4,F,0,University_degree,7,26,39,38,40,46,2,4,0
1580,45-54,4,F,0,Masters,8,40,37,55,51,47,4,6,1
1581,35-44,3,F,0,Left_school_at_16,2,31,41,43,51,46,2,6,0
1582,45-54,4,F,0,Certificate-diploma,6,42,29,29,37,43,2,1,0
1583,35-44,3,F,0,Masters,8,33,39,37,46,51,4,4,0
1584,35-44,3,M,1,Certificate-diploma,6,39,31,46,48,43,3,4,1
1585,35-44,3,F,0,Masters,8,43,54,47,54,43,5,7,1
1586,25-34,2,F,0,University_degree,7,37,47,47,42,46,7,10,1
1587,35-44,3,F,0,University_degree,7,36,39,52,41,46,5,4,1
1588,35-44,3,F,0,Certificate-diploma,6,32,45,34,39,45,4,9,0
1589,35-44,3,M,1,Left_school_at_16,2,24,53,42,39,43,4,9,0
1590,35-44,3,M,1,Certificate-diploma,6,19,49,46,45,48,6,8,1
1591,35-44,3,F,0,University_degree,7,44,35,40,52,49,4,10,0
1592,45-54,4,F,0,Certificate-diploma,6,19,45,39,58,49,2,1,0
1593,45-54,4,F,0,University_degree,7,28,52,43,50,45,7,2,0
1594,35-44,3,F,0,Doctorate,9,36,45,48,43,41,4,6,1
1595,25-34,2,F,0,University_degree,7,33,47,43,42,45,3,4,0
1596,25-34,2,F,0,University_degree,7,30,51,52,43,40,8,7,1
1597,55-64,5,F,0,Some_college,5,35,44,47,46,45,4,2,0
1598,35-44,3,F,0,University_degree,7,29,42,39,47,43,3,4,0
1599,25-34,2,F,0,Masters,8,28,48,33,44,47,3,4,0
1600,25-34,2,F,0,Certificate-diploma,6,25,47,36,45,42,3,4,1
1601,25-34,2,F,0,Certificate-diploma,6,29,46,38,42,46,5,9,0
1602,25-34,2,M,1,Masters,8,37,44,47,37,52,3,2,1
1603,55-64,5,F,0,Masters,8,39,43,53,41,36,6,7,0
1604,25-34,2,F,0,University_degree,7,35,56,57,49,35,9,5,0
1605,45-54,4,M,1,Left_school_at_16,2,32,52,46,48,50,2,4,0
1606,25-34,2,F,0,University_degree,7,33,53,30,37,41,8,9,0
1607,35-44,3,F,0,Certificate-diploma,6,22,49,49,46,46,3,3,1
1608,35-44,3,F,0,Masters,8,28,42,46,42,49,4,9,1
1609,25-34,2,M,1,Some_college,5,33,32,59,37,37,8,7,1
1610,25-34,2,F,0,University_degree,7,34,32,34,49,47,3,1,0
1611,45-54,4,F,0,University_degree,7,38,44,39,48,38,2,1,0
1612,25-34,2,F,0,University_degree,7,32,37,36,50,48,2,2,0
1613,35-44,3,F,0,University_degree,7,37,48,39,46,42,4,9,1
1614,25-34,2,M,1,Some_college,5,15,54,48,33,46,7,5,1
1615,35-44,3,F,0,Doctorate,9,25,43,54,50,57,4,8,1
1616,55-64,5,M,1,Certificate-diploma,6,42,29,35,48,39,5,9,0
1617,25-34,2,M,1,Masters,8,41,40,51,47,40,7,2,0
1618,45-54,4,M,1,Certificate-diploma,6,39,41,38,47,46,6,6,0
1619,25-34,2,M,1,Some_college,5,39,38,53,41,35,7,2,1
1620,45-54,4,M,1,Certificate-diploma,6,37,40,43,39,47,4,10,0
1621,25-34,2,M,1,University_degree,7,49,38,39,41,40,5,6,0
1622,35-44,3,M,1,Certificate-diploma,6,22,39,50,46,49,5,9,0
1623,35-44,3,M,1,University_degree,7,41,34,37,47,35,5,3,0
1624,45-54,4,M,1,Masters,8,37,35,45,38,40,3,4,1
1625,35-44,3,M,1,Some_college,5,28,43,46,44,43,4,8,1
1626,35-44,3,F,0,Certificate-diploma,6,28,42,37,48,47,2,3,0
1627,25-34,2,F,0,Certificate-diploma,6,23,44,36,47,46,2,3,1
1628,25-34,2,F,0,Masters,8,20,48,37,42,51,2,1,1
1629,25-34,2,F,0,Masters,8,42,40,46,48,42,2,6,0
1630,45-54,4,F,0,Certificate-diploma,6,37,39,40,45,46,6,6,1
1631,35-44,3,F,0,University_degree,7,34,43,52,36,34,5,10,1
1632,35-44,3,F,0,Certificate-diploma,6,18,43,45,58,49,3,4,1
1633,35-44,3,M,1,Certificate-diploma,6,51,41,43,43,53,8,2,1
1634,45-54,4,F,0,Certificate-diploma,6,32,42,40,41,45,7,10,0
1635,18-24,1,F,0,Left_school_at_18,4,36,30,37,43,42,2,1,0
1636,55-64,5,M,1,Left_school_before_16,1,23,40,34,46,46,3,6,0
1637,45-54,4,F,0,Certificate-diploma,6,36,44,34,36,42,3,3,0
1638,18-24,1,M,1,Some_college,5,53,31,47,33,34,7,5,1
1639,45-54,4,F,0,Left_school_at_16,2,38,36,41,45,45,3,6,0
1640,45-54,4,F,0,Certificate-diploma,6,35,41,39,42,40,5,3,0
1641,35-44,3,F,0,Certificate-diploma,6,39,44,42,47,43,6,8,0
1642,45-54,4,F,0,Certificate-diploma,6,46,40,45,49,48,5,4,0
1643,25-34,2,F,0,Masters,8,21,43,36,41,49,2,4,0
1644,45-54,4,F,0,Certificate-diploma,6,36,34,46,46,41,3,4,0
1645,25-34,2,F,0,Masters,8,29,39,41,48,44,4,9,1
1646,45-54,4,M,1,Left_school_at_16,2,36,47,44,43,41,4,6,1
1647,35-44,3,M,1,Certificate-diploma,6,36,33,47,49,46,2,2,1
1648,35-44,3,M,1,Certificate-diploma,6,44,34,42,46,39,5,10,1
1649,25-34,2,F,0,Masters,8,29,43,45,48,51,4,6,0
1650,25-34,2,F,0,University_degree,7,34,38,40,41,51,3,9,0
1651,25-34,2,F,0,University_degree,7,36,50,54,51,46,8,10,1
1652,55-64,5,M,1,Some_college,5,21,31,40,33,39,3,7,1
1653,18-24,1,M,1,University_degree,7,38,31,48,40,33,5,3,1
1654,25-34,2,F,0,Doctorate,9,28,46,44,54,51,3,8,1
1655,55-64,5,M,1,Left_school_at_16,2,39,38,41,32,45,4,3,0
1656,35-44,3,F,0,University_degree,7,28,47,33,48,48,3,2,1
1657,18-24,1,F,0,University_degree,7,52,31,41,39,43,2,10,1
1658,25-34,2,M,1,Some_college,5,21,41,44,40,48,4,8,1
1659,18-24,1,M,1,Certificate-diploma,6,34,45,59,46,42,8,5,1
1660,45-54,4,F,0,University_degree,7,18,44,48,44,45,2,4,0
1661,35-44,3,F,0,Certificate-diploma,6,51,41,58,34,31,9,2,1
1662,18-24,1,F,0,Left_school_before_16,1,29,39,44,53,40,3,10,1
1663,25-34,2,M,1,Certificate-diploma,6,29,47,46,46,41,7,7,1
1664,25-34,2,F,0,Some_college,5,26,40,44,46,36,5,10,1
1665,25-34,2,F,0,Doctorate,9,36,43,49,48,41,9,5,1
1666,25-34,2,F,0,University_degree,7,30,43,41,55,48,5,9,0
1667,18-24,1,M,1,Some_college,5,36,46,56,39,43,9,5,1
1668,25-34,2,F,0,Doctorate,9,37,37,35,43,48,2,2,1
1669,35-44,3,M,1,Certificate-diploma,6,42,32,40,37,45,5,10,1
1670,35-44,3,F,0,University_degree,7,25,36,41,46,48,7,7,1
1671,45-54,4,M,1,University_degree,7,42,34,33,36,43,3,4,0
1672,55-64,5,M,1,University_degree,7,42,37,54,49,33,3,9,1
1673,25-34,2,F,0,University_degree,7,30,41,42,48,33,4,8,1
1674,25-34,2,M,1,Certificate-diploma,6,26,43,52,46,47,3,9,1
1675,45-54,4,M,1,Certificate-diploma,6,31,41,36,41,55,3,3,0
1676,35-44,3,M,1,Certificate-diploma,6,28,47,31,41,38,4,3,1
1677,25-34,2,F,0,University_degree,7,56,24,39,50,37,2,4,0
1678,18-24,1,F,0,Some_college,5,49,40,46,48,40,5,9,1
1679,45-54,4,F,0,Certificate-diploma,6,33,45,34,51,49,3,2,0
1680,18-24,1,F,0,University_degree,7,37,44,46,28,52,5,10,0
1681,18-24,1,F,0,University_degree,7,35,48,41,46,45,3,6,0
1682,45-54,4,F,0,Some_college,5,33,50,40,51,46,3,4,0
1683,45-54,4,M,1,Certificate-diploma,6,31,43,38,38,41,4,7,1
1684,18-24,1,M,1,Some_college,5,37,28,46,46,30,4,9,1
1685,25-34,2,M,1,University_degree,7,41,23,49,48,44,4,2,1
1686,18-24,1,F,0,Some_college,5,49,25,52,43,33,4,10,1
1687,35-44,3,F,0,Certificate-diploma,6,26,44,43,47,46,4,9,0
1688,25-34,2,F,0,Certificate-diploma,6,50,22,38,55,40,3,2,0
1689,25-34,2,F,0,Masters,8,37,46,56,46,40,6,8,1
1690,35-44,3,M,1,Some_college,5,46,29,40,33,42,2,6,1
1691,25-34,2,M,1,Some_college,5,54,27,47,52,35,5,6,1
1692,25-34,2,F,0,Doctorate,9,23,45,46,57,40,4,9,0
1693,25-34,2,F,0,University_degree,7,43,38,44,46,39,2,9,1
1694,25-34,2,F,0,University_degree,7,31,45,39,52,49,2,3,0
1695,45-54,4,M,1,Masters,8,27,38,46,41,39,8,9,1
1696,35-44,3,M,1,Certificate-diploma,6,31,44,45,42,37,7,9,1
1697,18-24,1,M,1,Some_college,5,37,27,43,45,39,3,6,1
1698,55-64,5,M,1,Doctorate,9,25,40,51,35,49,4,8,1
1699,45-54,4,F,0,University_degree,7,42,36,51,42,45,6,4,0
1700,25-34,2,F,0,Masters,8,21,45,51,42,42,4,8,1
1701,18-24,1,M,1,Some_college,5,49,33,58,31,27,9,10,1
1702,35-44,3,F,0,University_degree,7,54,34,58,48,42,8,2,1
1703,25-34,2,F,0,Certificate-diploma,6,30,43,32,45,48,3,4,0
1704,18-24,1,M,1,Some_college,5,32,35,42,45,33,4,6,1
1705,18-24,1,M,1,Left_school_at_18,4,40,41,46,37,35,6,8,1
1706,55-64,5,M,1,Some_college,5,42,27,38,38,28,6,8,1
1707,18-24,1,M,1,University_degree,7,27,42,36,39,53,4,8,0
1708,18-24,1,F,0,Certificate-diploma,6,31,45,42,49,41,6,4,1
1709,35-44,3,F,0,University_degree,7,31,46,40,45,49,5,9,1
1710,45-54,4,F,0,University_degree,7,26,48,40,49,41,4,6,0
1711,35-44,3,F,0,Left_school_at_18,4,28,34,51,37,44,3,9,0
1712,25-34,2,F,0,University_degree,7,36,51,50,44,41,8,5,1
1713,35-44,3,F,0,Masters,8,28,44,40,36,44,3,9,1
1714,35-44,3,F,0,Doctorate,9,17,51,46,47,56,7,9,1
1715,45-54,4,F,0,Left_school_at_16,2,35,38,34,51,51,2,3,0
1716,45-54,4,M,1,Certificate-diploma,6,48,43,50,38,48,3,9,1
1717,45-54,4,M,1,Masters,8,34,45,42,38,35,4,6,1
1718,35-44,3,F,0,Masters,8,40,34,53,48,46,3,9,1
1719,45-54,4,M,1,Certificate-diploma,6,25,42,43,37,43,4,6,0
1720,25-34,2,F,0,University_degree,7,36,37,46,49,31,3,8,1
1721,25-34,2,F,0,University_degree,7,40,47,38,57,50,2,2,0
1722,25-34,2,F,0,Left_school_at_18,4,31,41,28,47,49,6,4,1
1723,45-54,4,M,1,University_degree,7,35,47,51,49,53,8,7,1
1724,55-64,5,M,1,Certificate-diploma,6,19,39,36,47,45,4,4,0
1725,45-54,4,F,0,Certificate-diploma,6,24,41,42,45,46,2,4,1
1726,25-34,2,F,0,Left_school_at_16,2,25,31,30,54,46,1,1,0
1727,25-34,2,F,0,Masters,8,37,42,50,38,38,1,4,1
1728,18-24,1,F,0,Left_school_at_16,2,21,42,33,54,47,4,3,0
1729,45-54,4,M,1,Masters,8,28,33,43,40,39,4,6,1
1730,18-24,1,M,1,Some_college,5,18,46,46,44,52,1,9,1
1731,25-34,2,F,0,Some_college,5,42,30,41,43,36,4,7,1
1732,45-54,4,M,1,Masters,8,32,38,48,42,43,4,9,1
1733,25-34,2,M,1,Certificate-diploma,6,40,34,40,35,50,5,3,1
1734,45-54,4,M,1,Certificate-diploma,6,27,38,35,43,43,2,2,0
1735,45-54,4,F,0,Certificate-diploma,6,26,45,42,49,51,5,8,0
1736,25-34,2,F,0,Masters,8,16,42,30,55,54,4,6,1
1737,35-44,3,M,1,Certificate-diploma,6,23,46,48,51,44,3,7,0
1738,45-54,4,M,1,Certificate-diploma,6,24,38,45,46,42,4,6,0
1739,55-64,5,F,0,Left_school_before_16,1,34,41,41,49,46,3,6,0
1740,25-34,2,F,0,Certificate-diploma,6,38,40,43,45,42,3,3,1
1741,45-54,4,F,0,University_degree,7,27,42,42,42,49,2,1,0
1742,25-34,2,F,0,University_degree,7,50,44,52,32,42,2,3,1
1743,35-44,3,M,1,University_degree,7,22,45,53,39,38,6,7,1
1744,35-44,3,F,0,Masters,8,30,43,42,41,48,4,4,0
1745,55-64,5,F,0,Some_college,5,31,33,36,46,42,3,6,0
1746,25-34,2,F,0,Left_school_at_16,2,20,46,39,56,55,2,4,0
1747,35-44,3,F,0,Masters,8,33,36,42,44,43,4,3,0
1748,45-54,4,F,0,Some_college,5,37,45,49,52,41,5,9,0
1749,18-24,1,M,1,University_degree,7,49,35,60,60,36,7,2,1
1750,25-34,2,F,0,Left_school_at_17,3,58,37,43,30,26,7,9,1
1751,45-54,4,M,1,Left_school_at_16,2,33,43,40,39,45,4,9,0
1752,25-34,2,F,0,University_degree,7,54,44,55,36,37,8,5,1
1753,25-34,2,M,1,University_degree,7,29,46,41,55,49,6,6,0
1754,25-34,2,F,0,Certificate-diploma,6,34,50,46,44,39,7,8,1
1755,18-24,1,M,1,Some_college,5,26,41,49,27,30,7,2,1
1756,18-24,1,F,0,Left_school_at_18,4,46,49,59,40,49,6,7,1
1757,18-24,1,M,1,Left_school_at_18,4,43,40,55,47,29,6,10,1
1758,35-44,3,M,1,Certificate-diploma,6,46,37,29,41,47,2,1,0
1759,45-54,4,M,1,Masters,8,27,37,47,38,49,9,10,1
1760,35-44,3,M,1,Masters,8,33,27,46,41,44,4,2,1
1761,45-54,4,F,0,Certificate-diploma,6,30,42,47,34,48,5,9,1
1762,35-44,3,F,0,Certificate-diploma,6,33,36,45,41,47,7,10,1
1763,18-24,1,M,1,Some_college,5,41,32,46,28,31,3,7,1
1764,18-24,1,F,0,University_degree,7,28,32,57,45,57,4,5,1
1765,35-44,3,M,1,Left_school_at_16,2,45,38,47,45,35,7,5,1
1766,25-34,2,F,0,Some_college,5,41,52,55,41,48,3,5,1
1767,25-34,2,F,0,University_degree,7,44,31,54,58,44,3,6,1
1768,18-24,1,M,1,Some_college,5,39,26,47,51,56,2,6,1
1769,25-34,2,F,0,Some_college,5,45,33,54,43,37,4,4,1
1770,35-44,3,F,0,Certificate-diploma,6,28,43,38,47,42,3,9,0
1771,25-34,2,M,1,University_degree,7,31,46,46,46,42,7,2,1
1772,55-64,5,M,1,Some_college,5,33,30,45,34,48,6,4,1
1773,18-24,1,M,1,Left_school_at_18,4,32,48,53,43,38,6,5,1
1774,25-34,2,F,0,Masters,8,45,44,43,35,36,7,2,1
1775,18-24,1,F,0,Left_school_at_18,4,44,37,49,46,34,3,10,1
1776,18-24,1,M,1,Some_college,5,27,43,49,46,45,3,6,1
1777,18-24,1,F,0,University_degree,7,44,32,55,45,49,7,2,1
1778,45-54,4,F,0,Left_school_at_16,2,46,35,34,41,35,9,2,1
1779,18-24,1,F,0,University_degree,7,35,42,46,26,47,7,7,1
1780,45-54,4,M,1,Some_college,5,33,40,48,45,40,7,5,1
1781,18-24,1,F,0,University_degree,7,49,35,31,34,34,5,10,1
1782,18-24,1,M,1,Left_school_at_18,4,23,36,35,32,50,3,8,1
1783,25-34,2,F,0,Left_school_at_17,3,32,43,51,46,50,7,10,1
1784,25-34,2,F,0,Some_college,5,48,34,40,36,35,8,2,0
1785,18-24,1,M,1,Some_college,5,46,32,43,42,32,5,10,1
1786,25-34,2,F,0,Masters,8,34,36,43,46,44,2,2,1
1787,18-24,1,M,1,Some_college,5,29,59,57,43,36,6,5,1
1788,18-24,1,M,1,University_degree,7,41,33,47,48,37,4,5,1
1789,45-54,4,F,0,University_degree,7,32,32,45,39,46,3,6,1
1790,18-24,1,M,1,Some_college,5,36,39,59,36,30,9,2,1
1791,18-24,1,M,1,Left_school_at_17,3,37,42,49,35,39,9,8,1
1792,35-44,3,F,0,Doctorate,9,33,39,51,44,55,2,2,1
1793,18-24,1,M,1,University_degree,7,42,29,57,39,57,5,5,1
1794,18-24,1,M,1,Some_college,5,31,39,50,54,38,3,4,1
1795,18-24,1,F,0,Some_college,5,44,27,60,44,36,9,5,1
1796,25-34,2,M,1,University_degree,7,36,44,53,40,47,5,5,1
1797,35-44,3,F,0,Left_school_at_16,2,43,36,31,38,27,4,6,1
1798,18-24,1,M,1,Some_college,5,39,39,57,45,30,8,7,1
1799,18-24,1,M,1,University_degree,7,50,29,46,29,36,7,7,1
1800,55-64,5,M,1,Masters,8,30,51,32,36,52,7,10,0
1801,45-54,4,M,1,Some_college,5,56,31,46,26,20,4,5,1
1802,25-34,2,M,1,Doctorate,9,41,50,60,51,53,6,2,1
1803,18-24,1,M,1,Masters,8,28,43,55,50,43,8,10,1
1804,18-24,1,M,1,Some_college,5,34,51,53,45,34,7,7,1
1805,18-24,1,M,1,Certificate-diploma,6,40,39,55,51,37,6,8,1
1806,18-24,1,M,1,Some_college,5,44,36,52,46,38,6,5,1
1807,35-44,3,F,0,Certificate-diploma,6,36,34,40,42,33,6,3,1
1808,35-44,3,M,1,University_degree,7,34,33,54,39,29,6,5,1
1809,18-24,1,F,0,Masters,8,40,34,42,44,39,2,2,0
1810,18-24,1,F,0,Left_school_at_17,3,48,47,53,33,43,7,2,1
1811,18-24,1,M,1,University_degree,7,30,31,53,35,48,6,2,1
1812,18-24,1,M,1,Some_college,5,22,34,53,43,55,3,9,1
1813,25-34,2,F,0,Left_school_at_18,4,49,39,49,34,32,7,2,1
1814,25-34,2,M,1,University_degree,7,29,44,47,42,38,8,5,1
1815,35-44,3,F,0,University_degree,7,45,35,59,40,51,5,5,1
1816,18-24,1,F,0,Masters,8,37,42,39,53,48,3,3,1
1817,45-54,4,M,1,University_degree,7,20,40,47,38,41,6,10,0
1818,18-24,1,F,0,Some_college,5,35,31,48,50,44,7,7,1
1819,25-34,2,F,0,University_degree,7,37,44,50,39,41,9,7,1
1820,18-24,1,M,1,Masters,8,14,55,54,45,51,4,5,1
1821,18-24,1,M,1,Some_college,5,51,25,55,39,21,9,9,1
1822,45-54,4,F,0,Some_college,5,49,39,49,46,37,9,6,1
1823,18-24,1,M,1,Some_college,5,28,42,57,36,36,4,10,1
1824,18-24,1,F,0,Some_college,5,48,31,53,41,24,7,9,1
1825,25-34,2,M,1,University_degree,7,31,29,42,41,39,6,10,0
1826,18-24,1,M,1,University_degree,7,36,32,47,34,42,4,4,1
1827,18-24,1,F,0,University_degree,7,38,38,52,51,42,7,8,1
1828,25-34,2,F,0,University_degree,7,26,29,47,45,44,4,7,1
1829,25-34,2,F,0,Masters,8,32,47,49,26,41,7,5,1
1830,25-34,2,F,0,University_degree,7,44,28,44,33,33,2,3,1
1831,25-34,2,F,0,University_degree,7,37,22,48,36,35,3,6,1
1832,18-24,1,M,1,Left_school_at_18,4,38,40,49,37,27,5,5,1
1833,18-24,1,M,1,University_degree,7,14,52,52,45,55,3,8,1
1834,35-44,3,F,0,University_degree,7,32,32,48,41,50,4,9,1
1835,25-34,2,M,1,Some_college,5,29,44,43,40,44,7,10,1
1836,45-54,4,M,1,University_degree,7,42,34,46,40,30,8,7,1
1837,35-44,3,F,0,Certificate-diploma,6,54,26,52,45,28,7,3,1
1838,35-44,3,F,0,Some_college,5,39,29,49,48,40,4,7,1
1839,35-44,3,F,0,Certificate-diploma,6,35,34,46,47,44,2,1,1
1840,25-34,2,F,0,Certificate-diploma,6,22,46,57,52,44,8,2,1
1841,55-64,5,F,0,University_degree,7,40,44,49,52,41,7,6,1
1842,18-24,1,M,1,Some_college,5,37,37,55,41,33,8,5,1
1843,25-34,2,M,1,University_degree,7,47,39,54,29,48,6,6,1
1844,45-54,4,M,1,Doctorate,9,33,34,46,32,41,4,6,1
1845,18-24,1,M,1,Some_college,5,30,43,58,51,45,5,7,1
1846,45-54,4,M,1,University_degree,7,35,44,50,48,50,4,8,1
1847,18-24,1,M,1,Some_college,5,24,48,52,50,49,7,10,1
1848,18-24,1,F,0,University_degree,7,51,33,54,37,31,10,2,1
1849,18-24,1,F,0,Some_college,5,42,33,49,47,49,9,5,1
1850,45-54,4,M,1,Certificate-diploma,6,26,33,39,38,47,2,6,1
1851,25-34,2,F,0,University_degree,7,55,30,57,48,34,5,3,1
1852,18-24,1,M,1,Left_school_at_17,3,39,44,44,41,32,7,5,1
1853,25-34,2,M,1,Certificate-diploma,6,40,46,45,40,47,5,9,1
1854,25-34,2,F,0,Masters,8,34,39,43,41,48,4,7,1
1855,35-44,3,M,1,Left_school_at_16,2,31,31,43,46,41,4,4,1
1856,18-24,1,M,1,Some_college,5,34,48,44,29,45,4,10,1
1857,18-24,1,M,1,Some_college,5,22,41,58,41,42,7,10,1
1858,18-24,1,M,1,Left_school_at_17,3,34,40,50,41,30,8,5,1
1859,35-44,3,M,1,Certificate-diploma,6,25,47,50,43,43,3,10,1
1860,18-24,1,M,1,Some_college,5,39,36,44,33,35,2,7,1
1861,18-24,1,M,1,Some_college,5,52,42,56,42,28,10,10,1
1862,18-24,1,M,1,Left_school_at_18,4,33,42,49,42,41,7,5,1
1863,35-44,3,M,1,Some_college,5,32,40,51,45,43,4,7,1
1864,55-64,5,F,0,University_degree,7,21,32,53,40,37,3,8,1
1865,25-34,2,F,0,University_degree,7,32,40,54,42,45,7,10,1
1866,45-54,4,M,1,Left_school_before_16,1,43,37,49,36,44,6,10,1
1867,18-24,1,F,0,Some_college,5,42,44,60,36,48,7,5,1
1868,25-34,2,M,1,Some_college,5,19,40,58,37,45,4,10,1
1869,18-24,1,F,0,Certificate-diploma,6,36,40,59,39,25,7,5,1
1870,18-24,1,F,0,University_degree,7,37,34,55,45,52,3,9,1
1871,18-24,1,F,0,Some_college,5,47,37,48,38,41,9,9,1
1872,18-24,1,M,1,Some_college,5,30,39,48,32,31,5,10,1
1873,18-24,1,M,1,Some_college,5,34,47,55,41,42,5,7,1
1874,25-34,2,F,0,University_degree,7,26,46,57,54,50,3,8,1
1875,18-24,1,M,1,Left_school_at_18,4,46,37,55,36,43,3,10,1
1876,18-24,1,M,1,Some_college,5,28,40,59,48,30,7,2,1
1877,18-24,1,M,1,Left_school_at_17,3,43,31,50,39,39,6,10,1
1878,65+,6,M,1,Some_college,5,55,39,59,49,37,4,8,1
1879,18-24,1,M,1,Some_college,5,35,27,50,38,41,8,5,1
1880,25-34,2,M,1,Some_college,5,34,36,55,37,36,6,10,1
1881,18-24,1,M,1,Left_school_at_17,3,50,26,42,31,46,4,5,1
1882,18-24,1,M,1,University_degree,7,35,27,52,38,55,3,9,1
1883,18-24,1,M,1,Some_college,5,28,42,48,41,40,7,7,1
1884,18-24,1,F,0,Some_college,5,25,51,57,48,33,7,2,1
1885,18-24,1,M,1,Some_college,5,33,51,50,48,30,7,7,1
1886,25-34,2,F,0,University_degree,7,47,30,37,31,31,6,6,1
1887,18-24,1,F,0,Some_college,5,45,26,48,32,22,8,5,1
1888,18-24,1,M,1,Some_college,5,31,53,56,50,45,7,5,1
